name,type,price,state,position,area
惠风壹品,住宅,10000元/平,在售,未央-凤城六路与未央路十字向东800米,建面 94~124m²
保利林语溪,住宅,8500元/平,在售,灞桥-灞柳一路与祥云路交会东南角,建面 110~140m²
招商依云曲江,底商,20000元/平,在售,雁塔-南三环与曲江池东路交汇处东南角3000米,建面 26~260m²
华远辰悦,住宅,9500元/平,在售,未央-北辰大道与龙朔路交汇处东北角,建面 112m²
恒大都市广场,商业类,8800元/平,在售,未央-世纪大道与车城西路交汇处,建面 47~90m²
金辉悦府,商业类,16000元/平,在售,雁塔-丈八北路与昆明路十字向西200米,建面 40~66m²
易道郡玫瑰公馆一期,住宅,8900元/平,在售,雁塔-丈八北路80号,建面 86m²
中铁缤纷南郡,底商,16000元/平,在售,雁塔-科技八路与丈八四路交汇处西南角,建面 136~212m²
珑寓,商业类,11500元/平,待售,莲湖-大兴东路与桃园北路交汇处西南角,建面 33~68m²
搜宝中心,底商,50000元/平,在售,未央-枣园西路地铁一号线皂河地铁口西400米,建面 74~400m²
悦美国际,商铺,30000元/平,在售,长安-子午大道与西部大道十字西南角,建面 68~2208m²
当代宏府ΜΟΜΛ,住宅,9900元/平,在售,莲湖-汉城南路8号,建面 101~123m²
红星紫御半山,住宅,11000元/平,待售,长安-西安航天基地东长安街与神舟一路十字东南角,建面 134m²
中南樾府,住宅,11500元/平,待售,灞桥-东三环和世博大道交会向东300米,建面 105~130m²
中铁琉森水岸,住宅,价格待定,待售,灞桥-东城大道灞桥湿地公园里,--
华清学府城,住宅,价格待定,待售,新城区-幸福南路与建工路交汇处（千亩幸福林带以东）,--
高科麓湾国际社区,住宅,价格待定,待售,灞桥-浐河东路南端(雁鸣湖东岸),--
绿地悦公馆,住宅,价格待定,待售,雁塔-西影路与西延路十字东北角,--
国瑞西安金融中心,写字楼,价格待定,待售,雁塔-锦业一路与丈八一路交汇处东南角,--
汇诚国际,写字楼,价格待定,待售,雁塔-高新五路4号,--
新城吾悦广场,商铺,价格待定,待售,未央-沣东新城昆明路与和平路十字西北角,--
西安院子,别墅,750万/套,在售,户县-亚建国际高尔夫西侧（环山旅游公路500米处）,建面 121~124m²
荣德河与墅,别墅,400万/套,在售,灞桥-浐灞大道以南，浐河东路以东,建面 159~263m²
中海凯旋门,住宅,14024元/平,售罄,雁塔-南三环与芙蓉西路十字东南角,--
华东万悦城,住宅,8500元/平,售罄,新城区-朝阳门外向东300米路南,--
保利爱尚里,住宅,8300元/平,售罄,雁塔-丈八北路与科技六路十字东南角,--
万科金域东郡,住宅,11000元/平,售罄,未央-东二环与北二环交汇处东南角,--
曲江诸子阶,住宅,9000元/平,售罄,雁塔-寒窑路与新开门路交汇处,--
长安壹品,住宅,12790元/平,售罄,碑林-含光北路23号,--
白桦林间,住宅,20000元/平,售罄,未央-明光路与凤城九路交会处西南角,--
中国铁建万科翡翠国际峰荟,住宅,9000元/平,售罄,雁塔-曲江大道路东（曲江二小西侧）,--
中海悦墅,别墅,360万/套,售罄,未央-浐灞一路以北、广运潭大道西侧,--
天地源丹轩梓园,住宅,40000元/平,售罄,雁塔-科技二路与高新路交汇处,--
北城新天地,住宅,5100元/平,售罄,高陵-西高路与桑军大道交汇大转盘西南角,--
万科金色悦城,住宅,9500元/平,售罄,莲湖-枣园西路皂河地铁站向东200米路北,--
恒大翡翠华庭,商业类,8400元/平,售罄,莲湖-大庆路与枣园南路交汇处南,--
盛龙广场,住宅,6000元/平,售罄,未央-未央立交向南500米,--
名京九合院,住宅,12000元/平,售罄,未央-未央路公交六公司对面未央大道西侧100米,建面 92~138m²
西安深国投中心,住宅,72万/套,售罄,未央-龙首村十字东北角,--
自然界城墅,住宅,15000元/平,售罄,未央-浐河东路中段（欧亚大道与浐河东路十字向南1公里）,--
罗马景福城,住宅,10700元/平,售罄,雁塔-丈八东路与丈八四路交汇处西北角,--
逸翠园四期,别墅,650万/套,售罄,雁塔-锦业二路10号,--
高新大都荟,住宅,13000元/平,售罄,雁塔-科技路与高新四路十字西北角,--
合能朱阙,商业类,8100元/平,售罄,碑林-朱雀大街72号,--
万科大明宫,住宅,16000元/平,售罄,未央-玄武路与太华路十字向西100米路北,--
融创天朗臻园,住宅,234万/套,售罄,莲湖-丈八北路与昆明路十字向西约200米路北,--
曲江龙邸,住宅,14000元/平,售罄,雁塔-雁翔路与南三环交汇处向西50米,--
万科金域国际,商业类,16274元/平,售罄,雁塔-科技三路高新一小旁,--
丰硕佳园,住宅,3890元/平,售罄,雁塔-丈八东路与子午大道十字向南,--
正尚盛世家合,住宅,3981元/平,售罄,未央-凤城五路与太华路十字西北角,--
西安印象,住宅,12000元/平,售罄,未央-未央路和凤城九路十字东南角,--
陈杨新界,住宅,3800元/平,售罄,西咸新区-世纪大道与郑国路十字向南100米,--
青城,住宅,8917元/平,售罄,长安-东仪路南段西侧（韦曲建材街与东仪路交汇西北口）,--
雅居乐御宾府,住宅,13000元/平,售罄,雁塔-新开门南路与曲江池南路十字西南角,--
铭城国际社区,住宅,9184元/平,售罄,雁塔-大寨路与丈八北路十字向西500米处,--
沣渭怡心岛,住宅,7500元/平,售罄,西咸新区-二号桥南英伦沣景西侧100米,--
枫丹丽舍,别墅,245万/套,售罄,未央-秦汉新城兰池大道西段,--
中大国际九号,住宅,50000元/平,售罄,雁塔-科技三路9号,建面 309~333m²
南湖九號院,住宅,21000元/平,售罄,雁塔-曲江池南路南侧，秦二世遗址公园东侧,--
水润坊,住宅,9500元/平,售罄,未央-大庆路西延伸线阿房一路东段路南,--
