name,type,price,state,position,area
东城金茂悦,住宅,24000元/平,在售,江宁-文靖东路88号,建面 135m²
金轮星立方,商铺,50000元/平,在售,雨花台-宁南街道金轮星立方,--
花样年喜年中心,写字楼,23000元/平,在售,鼓楼-鼓楼区中央北路河路道1号,--
绿国万象都荟,商铺,350万/套,在售,秦淮-永乐路洪家园1号,--
绿地缤纷广场,商铺,30000元/平,在售,鼓楼-幕府东路绿地缤纷广场,--
中南世纪雅苑,写字楼,22500元/平,在售,栖霞-马群街道中南世纪雅苑,--
苏宁紫金嘉悦,写字楼,20000元/平,在售,玄武-徐庄软件园,--
明发悦庭,写字楼,18500元/平,在售,浦口-七瑶路7号,--
融创精彩天地,商铺,350万/套,在售,玄武-黄家圩路融创精彩天地,--
嘉恒有山,住宅,9500元/平,在售,六合-金牛湖街道通河路9号,建面 89~108m²
万科星荟,写字楼,21000元/平,在售,江宁-明城大道万科都荟南苑,--
宏图上水云锦,商铺,45000元/平,在售,建邺-云锦路宏图上水云锦,--
海伦国际,别墅,12730元/平,在售,溧水-中大街81号,--
翠屏水晶广场,写字楼,14500元/平,在售,栖霞-新港大道88号,--
金宁广场,写字楼,14000元/平,在售,六合-六合长江路1号,--
中南锦苑,商铺,98万/套,在售,雨花台-软件大道中南锦苑,--
百家湖别墅花园,别墅,43000元/平,在售,江宁-湖滨路58号,建面 202m²
明发云庭,底商,35000元/平,在售,浦口-江浦街道胡桥路9号,--
涵碧楼,写字楼,25000元/平,在售,建邺-汉中门大街涵碧楼,--
江山汇金,写字楼,17000元/平,在售,鼓楼-鼓楼区燕江路201号,--
世茂君望墅,商铺,30000元/平,在售,秦淮-石杨路107号,--
京奥港未来墅,住宅,26000元/平,在售,江宁-智汇路92号,建面 131~142m²
明发财富中心,写字楼,17000元/平,在售,浦口-浦口大道6号,--
威尼斯水城第十九街区,住宅,20600元/平,在售,浦口-浦洲路66号,建面 89~123m²
万达茂,写字楼,17500元/平,在售,栖霞-守敬路万达茂,--
中国铁建青秀城,底商,400万/套,在售,栖霞-迈尧路327号,--
新城璞樾和山,别墅,600万/套,在售,栖霞-钟山路新城璞樾和山,建面 174~298m²
中州国际广场,商铺,20万/套,在售,滁州-上海北路699号,--
浦泰和天下三期,住宅,20988元/平,在售,浦口-江山路9号,建面 90~115m²
毅达汇创中心,写字楼,82万/套,在售,浦口-总部大道毅达汇创中心,--
九霄梦天地,写字楼,25000元/平,在售,栖霞-学衡路1号,--
明发新城中心,写字楼,19000元/平,在售,浦口-江浦街道浦口大道37号,--
通宇林景象山墅院,别墅,38000元/平,在售,浦口-江浦街道白马路89号,建面 423~724m²
金轮星光名座,写字楼,15000元/平,在售,江宁-诚信大道998号,--
三金鑫宁府,住宅,25600元/平,在售,浦口-珠泉西路三金鑫宁府,建面 103~152m²
碧桂园北岸世家,住宅,6350元/平,在售,滁州-滁阳东路901号,建面 118~140m²
郦湖美墅,别墅,420万/套,在售,六合-马鞍街道弘湖路1号,建面 247~421m²
银城KinmaQ+社区,写字楼,19000元/平,在售,栖霞-金马路银城KinmaQ+社区,--
南京常发广场,写字楼,23500元/平,在售,玄武-红山路88号,--
弘阳时代中心二期,写字楼,40万/套,在售,浦口-大桥北路弘阳时代中心,--
碧桂园世纪城邦,住宅,11500元/平,在售,句容-郭庄镇机场大道南碧桂园世纪城邦,建面 142m²
仙林汽配城,商铺,30000元/平,在售,栖霞-王子楼西108号,--
金地浅山艺境,底商,40000元/平,在售,浦口-七里桥北路金地浅山艺境,--
升龙汇金中心,写字楼,29000元/平,在售,建邺-江山大街升龙汇金中心,--
湖南路地下商业街,商铺,230万/套,在售,鼓楼-湖南路地下商业街,--
碧桂园晚亭印象,住宅,6900元/平,在售,滁州-滁阳路碧桂园晚亭印象,建面 109~145m²
远洋山水,住宅,160万/套,在售,江宁-秣周西路33号,建面 89~143m²
弘阳燕澜七缙,商铺,44000元/平,在售,浦口-沿江街道高新技术产业开发区,--
碧桂园十里春风,住宅,7500元/平,在售,滁州-红琊山路碧桂园十里春风,建面 115~140m²
新城源山,别墅,15000元/平,在售,句容-宝华山国家森林公园,建面 135~165m²
荣盛首府,住宅,15000元/平,在售,六合-葛塘街道和旭路500号,建面 126~144m²
弘阳禹洲时光春晓,住宅,23700元/平,在售,江宁-梨树园路10号,建面 83~108m²
御澜府,住宅,25800元/平,在售,浦口-泰山西路御澜府,建面 90~142m²
东原亲山,别墅,价格待定,在售,句容-宝华山国家森林公园南门,建面 169~192m²
润泰市场,商铺,10000元/平,在售,雨花台-三山矶路9号,--
雅居乐林语城,住宅,8500元/平,在售,滁州-汊河新城雅居乐林语城,建面 96~142m²
融创玖溪桃花源,别墅,28000元/平,在售,江宁-桃溪路1号,建面 175~242m²
大华锦绣华城商业,商铺,25000元/平,在售,浦口-浦口区浦珠北路59号,--
钟鼎名悦广场,商铺,50000元/平,在售,玄武-中山门大街297号,--
大发融悦,底商,36000元/平,在售,玄武-双拜岗路大发融悦,--
碧桂园S1秦淮世家,别墅,12000元/平,在售,溧水-横山西路碧桂园S1秦淮世家,建面 196~200m²
雅居乐滨江国际,住宅,940万/套,待售,浦口-天浦路96号,--
长发都市诸公,住宅,693万/套,在售,雨花台-雨花南路5号,建面 115~207m²
锦绣华府,商铺,420万/套,在售,鼓楼-龙江路（南京西站西侧）,--
中骏六号街区,商铺,58万/套,在售,江宁-金德路65号,--
保利堂悦,底商,450万/套,在售,秦淮-汇景北路保利堂悦,--
牧龙原墅,别墅,23000元/平,售罄,江宁-滨溪大道1000号,--
滟紫台,住宅,950万/套,售罄,江宁-将军大道韩府路18号,建面 290m²
弘阳燕江府,住宅,324万/套,售罄,栖霞-太新路弘阳燕江府,--
华润幸福里,住宅,18500元/平,售罄,栖霞-尧化街道前塘路9号,--
梁台煦府,住宅,11200元/平,售罄,江宁-湖熟街道润湖大道398号,建面 136m²
江岸景城,住宅,9700元/平,售罄,浦口-乌江故居路8号,--
